       1.000000      -0.052117       0.662193      -0.016327       4.645396      14.064679      18.023043     -16.261114       1.966393       5.640459      14.129163     -19.736047       7.051151      -0.859997      -3.748377       2.070285      24.485783     -12.213218      10.133111      -7.349994      -8.228451     -14.281399     -16.623298      11.550918      12.732903       1.095475      -7.931498      -2.631934      -5.572703      16.205565      19.308825      -1.156207     -19.643035      -4.982753
       2.000000      -0.059435       0.653094      -0.017197       6.050731      13.797615      16.892889     -15.468433       2.548327       6.077012      13.700443     -19.082829       9.217239       0.005388      -4.546707       3.758676      24.132514     -10.943716      10.735338      -6.846417      -7.631920     -12.155159     -16.086318      10.078369      11.176567       1.747511      -7.737883      -2.949841      -4.995363      16.161810      19.067725      -1.966764     -20.283786      -4.739958
       3.000000      -0.051461       0.659446      -0.021271       4.940283      13.185964      17.451144     -16.049141       2.592036       6.415473      10.166632     -20.699245       9.485072      -0.077434      -3.891182       3.583293      24.121235     -12.726735      10.195778      -7.074893      -8.537937     -10.380158     -16.008075      12.331853      10.772352       2.058554      -9.111302      -1.004796      -3.460433      17.870546      22.370751      -1.472979     -20.170782      -5.675515
       4.000000      -0.040960       0.671326      -0.024288       5.017419      13.403000      16.782800     -18.180062       0.721803       3.283508      13.215649     -21.174560       8.807528      -0.796952      -2.905196       3.055613      25.139966     -11.848144      11.535204      -7.074792      -8.539741     -10.301299     -16.254438      12.039057      11.573607       1.557555      -7.710933      -2.486627      -3.450855      18.171154      23.672508      -2.488762     -19.872590      -4.827049
       5.000000      -0.039121       0.679779      -0.019283       5.022414      13.407821      16.176927     -18.543222      -0.594659       3.749486      12.555493     -20.505677       9.574680      -1.707520      -2.864415       3.959162      24.672197     -11.049000      10.892906      -6.200190      -8.960773      -9.581085     -15.918614      12.893190      11.496670       2.087806      -7.610110      -1.906981      -4.426955      18.643574      24.757514      -1.959586     -19.563320      -5.550974
       6.000000      -0.038343       0.683915      -0.017632       4.650593      13.591957      15.609385     -18.595870       1.712330       0.906957      14.584050     -18.522093       8.587535      -0.681089      -2.787439       2.669425      24.468099     -11.406164      12.058084      -7.991050      -7.508564     -10.902379     -16.145491      12.864293      12.300581       2.604475      -8.644348      -3.066880      -3.874458      16.914390      22.274040      -1.562527     -20.131501      -5.132363
       7.000000      -0.047000       0.670748      -0.017677       5.362008      13.676411      16.126539     -18.555559       1.898523       0.028853      15.836881     -20.036678       5.865031      -0.870980      -4.372014       3.455604      25.685975     -11.122769      12.058429      -8.405361      -8.805871     -11.015844     -16.232643      11.307621      12.773646       3.380083      -9.471749      -2.481150      -4.174160      16.638889      23.690527      -2.547679     -20.068695      -4.850429
       8.000000      -0.043574       0.665676      -0.018836       4.946024      13.510334      16.059608     -20.489848      -1.485987       1.091933      13.476588     -20.256139       6.312174      -1.007345      -3.876456       3.489683      24.911347     -11.815019      11.453725      -8.365832      -8.239829     -10.604600     -16.599575      11.527952      13.516748       2.192380      -8.199950      -2.802181      -4.009955      17.521571      23.694298      -2.156022     -20.310548      -5.304684
       9.000000      -0.043182       0.669373      -0.015953       4.713479      13.131103      16.351539     -18.737724      -0.174819       2.662799      14.205062     -19.726738       9.803239       0.614192      -5.780758       2.732796      25.331006     -10.898169      11.563679      -7.571565      -7.224233      -9.838106     -15.862902      11.681689      12.704210       1.732462      -7.526909      -3.127229      -4.839679      16.289275      23.328534      -0.896336     -19.135191      -5.608980
      10.000000      -0.038993       0.672849      -0.018762       4.409928      12.302456      16.021585     -20.671235      -0.263230       1.615881      13.726336     -20.214506       9.430056       1.842870      -5.758288       1.627221      25.268751     -11.242088      11.316569      -7.829814      -7.299749     -10.818983     -15.803113      12.302879      10.762026       1.016906      -9.114848      -2.708891      -4.907047      15.470934      22.338385      -1.358189     -19.351258      -5.888623
