#lt    20.0
#count pbc
#dt    1.0
#dn    20
#edges  -26.59875 -26.066775 -25.5348 -25.002825 -24.47085 -23.938875 -23.4069 -22.874925 -22.34295 -21.810975 -21.279 -20.747025 -20.21505 -19.683075 -19.1511 -18.619125 -18.08715 -17.555175 -17.0232 -16.491225 -15.95925 -15.427275 -14.8953 -14.363325 -13.83135 -13.299375 -12.7674 -12.235425 -11.70345 -11.171475 -10.6395 -10.107525 -9.57555 -9.043575 -8.5116 -7.979625 -7.44765 -6.915675 -6.3837 -5.851725 -5.31975 -4.787775 -4.2558 -3.723825 -3.19185 -2.659875 -2.1279 -1.595925 -1.06395 -0.531975 -3.90798504668e-14 0.531975 1.06395 1.595925 2.1279 2.659875 3.19185 3.723825 4.2558 4.787775 5.31975 5.851725 6.3837 6.915675 7.44765 7.979625 8.5116 9.043575 9.57555 10.107525 10.6395 11.171475 11.70345 12.235425 12.7674 13.299375 13.83135 14.363325 14.8953 15.427275 15.95925 16.491225 17.0232 17.555175 18.08715 18.619125 19.1511 19.683075 20.21505 20.747025 21.279 21.810975 22.34295 22.874925 23.4069 23.938875 24.47085 25.002825 25.5348 26.066775 26.59875
3 3 1 2 1 6 2 2 2 3 2 2 3 2 1 3 1 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 5 2 3 2 2 4 5 4 2 4 1 5 3 0 1 1 2 1 1 1 1 2 0 2 0 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 5 5 3 3 3 8 2 5 1 2 2 4 0 1 0 2 3 1 2 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6 4 6 3 4 11 5 3 10 4 0 5 1 2 4 1 0 3 1 1 2 2 1 2 0 2 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 3 4 3 5 10 3 9 2 10 5 6 9 3 2 2 3 0 1 1 0 3 2 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 6 3 7 9 6 11 6 4 9 1 3 7 6 6 0 4 4 1 1 1 4 3 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 5 4 8 6 13 4 9 1 7 6 7 7 3 4 2 3 0 2 1 3 0 2 3 2 1 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 1 4 6 5 3 10 6 7 8 8 3 8 8 7 5 5 2 1 2 1 5 3 1 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 1 2 7 12 2 9 5 4 6 10 6 7 4 5 1 2 0 1 1 1 2 1 0 1 2 1 1 0 0 0 1 0 0 1 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 2 4 4 4 10 6 6 6 10 5 8 6 6 2 5 2 5 3 1 4 3 1 2 2 8 1 3 3 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
